title,details,link
Gamma heavy chain disease,Other names: Franklin disease;  Gamma heavy chain deposition disease;  IgG heavy chain disease,diseases/10346/gamma-heavy-chain-disease
Gamma-cystathionase deficiency,Other names: Cystathioninuria,diseases/2428/gamma-cystathionase-deficiency
Gangliocytoma,,diseases/10638/gangliocytoma
Ganglioglioma,Other names: Mixed cell tumors containing both neural ganglionic cells and neural glial cell components,diseases/2430/ganglioglioma
Gangliosidosis,,diseases/12510/gangliosidosis
GAPO syndrome,Other names: Growth retardation;  Alopecia;  Pseudoanodontia and Optic atrophy,diseases/400/gapo-syndrome
Gardner syndrome,Other names: Gardner's syndrome;  Intestinal polyposis;  osteomas;  sebaceous cysts;  Polyposis coli and multiple hard and soft tissue tumors,diseases/6482/gardner-syndrome
Gardner-Diamond syndrome,Other names: Autoerythrocyte sensitization;  Autoerythrocyte sensitization purpura;  Autoerythrocyte sensitization syndrome;  GDS;  Painful bruising syndrome;  Psychogenic purpura,diseases/6481/gardner-diamond-syndrome
Garret Tripp syndrome,Other names: Intellecutal disability with postaxial polydactyly;  congenital absence of hair;  severe seborrhoeic dermatitis;  and Perthes' disease of the hip;  Polydactyly alopecia seborrheic dermatitis,diseases/2435/garret-tripp-syndrome
Gas bloat syndrome,Other names: Post-fundoplication syndrome,diseases/6484/gas-bloat-syndrome
Gastric duplication cysts,,diseases/1863/gastric-duplication-cysts
Gastric lymphoma,Other names: Familial primary gastric lymphoma;  Primary gastric lymphoma,diseases/6485/gastric-lymphoma
Gastric Non-Hodgkin Lymphoma,Other names: Non-Hodgkins gastric Lymphoma;  Stomach Lymphoma;  Non-Hodgkins type,diseases/89/gastric-non-hodgkin-lymphoma
Gastro-enteropancreatic neuroendocrine tumor,Other names: GEP tumors,diseases/2437/gastro-enteropancreatic-neuroendocrine-tumor
Gastrocutaneous syndrome,Other names: Peptic ulcer/hiatal hernia;  multiple lentigines/cafe-au-lait spots;  hypertelorism;  myopia,diseases/2438/gastrocutaneous-syndrome
Gastrointestinal Stromal Tumors,Other names: Gastrointestinal Stromal Sarcoma;  GIST,diseases/8598/gastrointestinal-stromal-tumors
Gastroparesis,Other names: Delayed gastric emptying,diseases/12278/gastroparesis
Gastroschisis,Other names: Congenital fissure of the abdominal cavity;  Laparoschisis,diseases/8661/gastroschisis
GATA2 deficiency,,diseases/13373/gata2-deficiency
GATAD2B-associated neurodevelopmental disorder,Other names: Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome,diseases/12815/gatad2b-associated-neurodevelopmental-disorder
Gaucher disease,Other names: Acute cerebral Gaucher disease;  Cerebroside lipidosis syndrome;  Gaucher splenomegaly;  Glucocerebrosidosis;  Glucosyl cerebroside lipidosis;  Glucosylceramidase deficiency;  Kerasin lipoidosis;  Kerasin thesaurismosis;  Sphingolipidosis 1,diseases/8233/gaucher-disease
Gaucher disease perinatal lethal,Other names: Gaucher disease collodion type;  Gaucher disease;  perinatal-lethal form;  Perinatal lethal Gaucher disease,diseases/10675/gaucher-disease-perinatal-lethal
Gaucher disease type 1,Other names: Acid beta-glucosidase deficiency;  Gaucher disease;  noncerebral juvenile;  GBA DEFICIENCY;  GD 1;  Glucocerebrosidase deficiency,diseases/2441/gaucher-disease-type-1
Gaucher disease type 2,Other names: Gaucher disease;  acute neuronopathic type;  Gaucher disease;  infantile cerebral;  GD 2,diseases/2442/gaucher-disease-type-2
Gaucher disease type 3,Other names: Gaucher disease;  chronic neuronopathic type;  Gaucher disease;  juvenile and adult;  cerebral;  Gaucher disease;  subacute neuronopathic type;  GD 3,diseases/2443/gaucher-disease-type-3
Gaucher ichthyosis restrictive dermopathy,,diseases/2444/gaucher-ichthyosis-restrictive-dermopathy
Gay Feinmesser Cohen syndrome,Other names: Laryngeal web;  congenital heart disease and low stature;  Subglottic bar;  congenital heart disease and low stature,diseases/2446/gay-feinmesser-cohen-syndrome
Geleophysic dwarfism,Other names: Geleophysic dysplasia,diseases/2449/geleophysic-dwarfism
Gemignani syndrome,Other names: Spinocerebellar ataxia associated amyotrophy of the hands and sensorineural deafness,diseases/2451/gemignani-syndrome
Generalized lipodystrophy-associated progeroid syndrome,Other names: Generalized progeroid lipodystrophy due to LMNA T10I mutation,diseases/13654/generalized-lipodystrophy-associated-progeroid-syndrome
Generalized peeling skin syndrome,Other names: Generalized deciduous skin;  Generalized PSS,diseases/12862/generalized-peeling-skin-syndrome
Generalized pustular psoriasis,Other names: GPP;  Psoriasis 14;  pustular,diseases/12819/generalized-pustular-psoriasis
Generalized resistance to thyroid hormone,Other names: GRTH;  Refetoff syndrome;  THRB;  Thyroid hormone receptor BETA,diseases/301/generalized-resistance-to-thyroid-hormone
Genetic reflex epilepsy,,diseases/2455/genetic-reflex-epilepsy
Genetic steroid-resistant nephrotic syndrome,Other names: Familial idiopathic nephrotic syndrome;  Familial idiopathic steroid-resistant nephrotic syndrome;  Nephrotic syndrome;  steroid-resistant;  autosomal recessive;  SRN1,diseases/3946/genetic-steroid-resistant-nephrotic-syndrome
Genital dwarfism,,diseases/2458/genital-dwarfism
"Genital dwarfism, Turner type",,diseases/2459/genital-dwarfism-turner-type
Genito palato cardiac syndrome,Other names: Gardner-Silengo-Wachtel syndrome;  Genito-palato-cardiac syndrome;  Genitopalatocardiac syndrome,diseases/2460/genito-palato-cardiac-syndrome
Genitopatellar syndrome,Other names: Absent patellae-scrotal hypoplasia-renal anomalies-facial dysmorphism-intellectual disability syndrome; Absent patellae;  scrotal hypoplasia;  renal anomalies;  facial dysmorphism;  and mental retardation; GTPTS,diseases/10994/genitopatellar-syndrome
Genoa syndrome,Other names: Camera Lituania Cohen syndrome;  Holoprosencephaly craniosynostosis;  Semilobar holoprosencephaly and primary craniosynostosis,diseases/2454/genoa-syndrome
Genochondromatosis,,diseases/10621/genochondromatosis
"Genu valgum, st Helena familial",Other names: Genu valgum;  hereditary pubertal;  Hereditary pubertal genu valgum;  Severe 'knock-knees' and variable lesser malalignment at the elbows and wrists;  St. Helena familial genu valgum,diseases/8429/genu-valgum-st-helena-familial
Genuine diffuse phlebectasia,Other names: Bockenheimer syndrome,diseases/13063/genuine-diffuse-phlebectasia
Geographic tongue,Other names: Benign migratory glossitis;  Ectopic geographic tongue;  Erythema migrans,diseases/6493/geographic-tongue
Geroderma osteodysplastica,Other names: Geroderma osteodysplasticum;  Gerodermia osteodysplastica;  GO;  Walt Disney dwarfism,diseases/413/geroderma-osteodysplastica
Gershinibaruch Leibo syndrome,,diseases/2464/gershinibaruch-leibo-syndrome
Gershoni-Baruch syndrome,Other names: Omphalocele;  diaphragmatic hernia;  and radial ray defects,diseases/10354/gershoni-baruch-syndrome
Gerstmann syndrome,Other names: Developmental Gerstmann syndrome;  Gerstmann Badal syndrome;  Gerstmann tetrad;  GS,diseases/8660/gerstmann-syndrome
Gerstmann-Straussler-Scheinker disease,Other names: Amyloidosis cerebral with spongiform encephalopathy;  Cerebellar ataxia;  progressive dementia;  and amyloid deposits in the central nervous system;  Encephalopathy subacute spongiform Gerstmann-Straussler type;  Gerstmann Straussler Scheinker syndrome;  Gerstmann-Straussler-Scheinker syndrome;  GSSD;  Subacute spongiform encephalopathy;  Gerstmann-Straussler type,diseases/7690/gerstmann-straussler-scheinker-disease
Gestational diabetes insipidus,Other names: Diabetes insipidus gestational;  Gestagenic diabetes insipidus,diseases/10702/gestational-diabetes-insipidus
Gestational trophoblastic tumor,Other names: Gestational trophoblastic disease;  Gestational trophoblastic neoplasm;  GTN,diseases/6498/gestational-trophoblastic-tumor
Ghosal hematodiaphyseal dysplasia syndrome,Other names: GHDD;  Ghosal hematodiaphyseal dysplasia;  Ghosal syndrome,diseases/10297/ghosal-hematodiaphyseal-dysplasia-syndrome
Ghose Sachdev Kumar syndrome,Other names: Bilateral nanophthalmos;  pigmentary retinal dystrophy;  and angle closure glaucoma,diseases/2467/ghose-sachdev-kumar-syndrome
Gianotti Crosti syndrome,Other names: Acrodermatitis;  infantile lichenoid;  Acrodermatitis;  papular infantile;  Crosti-gianotti syndrome;  GCS;  PAC;  Papular acrodermatitis of childhood;  PAS,diseases/6499/gianotti-crosti-syndrome
Giant axonal neuropathy,Other names: GAN;  GAN1;  Giant axonal neuropathy 1;  Neuropathy;  giant axonal,diseases/6500/giant-axonal-neuropathy
Giant cell arteritis,Other names: Arteritis cranialis;  Arteritis temporalis;  Cranial arteritis;  GCA;  Horton's arteritis;  Horton's giant cell arteritis;  Horton's temporal arteritis;  Horton’s disease;  Horton’s syndrome;  Temporal arteritis,diseases/9615/giant-cell-arteritis
Giant cell myocarditis,Other names: GCM;  Idiopathic giant-cell myocarditis,diseases/6502/giant-cell-myocarditis
Giant cell tumor of bone,Other names: GCT of bone;  Osteoclastoma,diseases/13046/giant-cell-tumor-of-bone
Giant congenital nevus,Other names: Bathing trunk nevus;  Congenital giant pigmented nevus;  Congenital hairy nevus;  Giant congenital melanocytic nevus;  Giant hairy nevus;  Giant pigmented hairy nevus;  Giant pigmented nevus;  GPHN;  Large congenital melanocytic nevus,diseases/2469/giant-congenital-nevus
Giant mammary hamartoma,Other names: Giant hamartoma of the breast,diseases/208/giant-mammary-hamartoma
Giant papillary conjunctivitis,Other names: GPC,diseases/8445/giant-papillary-conjunctivitis
Giant platelet syndrome,Other names: Bernard-Soulier syndrome;  BSS;  Deficiency of platelet glycoprotein 1b;  Giant platelet disease;  Hemorrhagiparous thrombocytic dystrophy;  Macrothrombocytopenia;  familial Bernard-Soulier type;  Platelet glycoprotein 1b;  deficiency of;  Von Willebrand factor receptor deficiency,diseases/2470/giant-platelet-syndrome
Gigantism,,diseases/6506/gigantism
Gigantism advanced bone age hoarse cry,,diseases/2471/gigantism-advanced-bone-age-hoarse-cry
Gigantomastia,Other names: Drug-induced gigantomastia (subtype);  Gestational gigantomastia (subtype);  Idiopathic gigantomastia (subtype);  Juvenile gigantomastia (subtype);  Macromastia;  Medication-induced gigantomastia (subtype);  Pregnancy-induced gigantomastia (subtype);  Puberty-induced gigantomastia (subtype),diseases/9450/gigantomastia
Gilbert syndrome,Other names: Cholemia;  familial;  Gilbert's disease;  Hyperbilirubinemia Arias type;  Hyperbilirubinemia type 1,diseases/6507/gilbert-syndrome
Gillespie syndrome,Other names: Aniridia;  cerebellar ataxia and mental deficiency,diseases/13/gillespie-syndrome
Gingival fibromatosis with distinctive facies,Other names: Gingival fibromatosis with craniofacial dysmorphism,diseases/10528/gingival-fibromatosis-with-distinctive-facies
Gingival fibromatosis with hypertrichosis,Other names: Extreme hirsutism with gingival fibromatosis;  Hereditary gingival fibromatosis with hypertrichosis;  Hypertrichosis terminalis;  generalized;  with gingival hyperplasia,diseases/2324/gingival-fibromatosis-with-hypertrichosis
"Gingival fibromatosis, 1",Other names: Fibromatosis gingival;  hereditary;  1;  GGF1;  GINGF1;  Hereditary gingival fibromatosis;  1;  HGF1,diseases/6509/gingival-fibromatosis-1
"Gingival fibromatosis, 2",Other names: Fibromatosis gingival;  hereditary;  2;  GGF2;  GINGF2;  Hereditary gingival fibromatosis;  2;  HGF2,diseases/2474/gingival-fibromatosis-2
"Gingival fibromatosis, 3",Other names: Fibromatosis gingival;  hereditary;  3;  GGF3;  GINGF3;  Hereditary gingival fibromatosis;  3;  HGF3,diseases/9911/gingival-fibromatosis-3
"Gingival fibromatosis, 4",Other names: Fibromatosis gingival;  hereditary;  4;  GGF4;  GINGF4;  Hereditary gingival fibromatosis;  4;  HGF4,diseases/2475/gingival-fibromatosis-4
Gitelman syndrome,Other names: Familial hypokalemia-hypomagnesemia;  Gitelman's syndrome;  Hypomagnesemia-hypokalemia;  primary renotubular;  with hypocalciuria;  Potassium and magnesium depletion,diseases/8547/gitelman-syndrome
Glanders,Other names: Burkholderia mallei;  Burkholderia mallei infection,diseases/9536/glanders
Glanzmann thrombasthenia,Other names: Deficiency of GP 2B 3A complex;  Diacyclothrombopathia 2B 3A;  Glanzmann thrombasthenia type A;  GT;  Platelet fibrinogen receptor;  deficiency of;  Platelet glycoprotein 2B 3A deficiency;  Thrombasthenia of Glanzmann and Naegeli,diseases/2478/glanzmann-thrombasthenia
Glassy cell carcinoma of the cervix,Other names: GCC of the cervix;  Glassy cell adenocarcinoma of the uterine cervix,diseases/8437/glassy-cell-carcinoma-of-the-cervix
Glaucoma 3 primary infantile B,Other names: Glaucoma primary congenita type 3B;  GLC3 type B;  GLC3B;  Primary congenital glaucoma;  Primary congenital glaucoma type 3B,diseases/2490/glaucoma-3-primary-infantile-b
Glaucoma iridogoniodysgenesia,,diseases/2482/glaucoma-iridogoniodysgenesia
Glaucoma sleep apnea,,diseases/2483/glaucoma-sleep-apnea
Glaucoma type 1C,,diseases/2484/glaucoma-type-1c
"Glaucoma, congenital",,diseases/2485/glaucoma-congenital
"Glaucoma, Ectopia, Microspherophakia, Stiff joints and Short stature syndrome",Other names: GEMSS,diseases/2452/glaucoma-ectopia-microspherophakia-stiff-joints-and-short-stature-syndrome
"Glaucoma, hereditary",,diseases/2486/glaucoma-hereditary
"Glaucoma, hereditary adult type 1A",,diseases/2487/glaucoma-hereditary-adult-type-1a
"Glaucoma, hereditary juvenile type 1B",,diseases/2488/glaucoma-hereditary-juvenile-type-1b
"Glaucoma, primary infantile type 3A",,diseases/2489/glaucoma-primary-infantile-type-3a
Glioblastoma,Other names: Giant cell glioblastoma (histologic variant);  Glioblastoma multiforme;  Gliosarcoma (histologic variant),diseases/2491/glioblastoma
Glioma,,diseases/6513/glioma
Gliomatosis cerebri,,diseases/6514/gliomatosis-cerebri
Gliomatosis peritonei,,diseases/11912/gliomatosis-peritonei
Gliosarcoma,Other names: Sarcomatous glioblastoma,diseases/5653/gliosarcoma
Global disaccharide intolerance,,diseases/8386/global-disaccharide-intolerance
Globozoospermia,Other names: GLOBOZOOSPERMIA;  COMPLETE;  GLOBOZOOSPERMIA;  TOTAL;  Mae infertility due to round-headed spermatozoa;  Male infertility due to globozoospermia;  Male infertility due to round-headed spermatozoa;  Round-headed sperm syndrome;  SPERMATOGENIC FAILURE 9;  SPGF9,diseases/12502/globozoospermia
Glomerulonephritis,Other names: Bright's disease,diseases/6516/glomerulonephritis
Glomerulonephritis with sparse hair and telangiectases,Other names: Telangiectatic membranoproliferative glomerulonephritis,diseases/2492/glomerulonephritis-with-sparse-hair-and-telangiectases
Glomerulopathy with fibronectin deposits 1,Other names: GFND1;  Glomerulopathy with giant fibrillar deposits,diseases/9268/glomerulopathy-with-fibronectin-deposits-1
Glomerulopathy with fibronectin deposits 2,Other names: Fibronectin glomerulopathy;  GFND2;  Glomerular nephritis familial with fibronectin deposits,diseases/9914/glomerulopathy-with-fibronectin-deposits-2
Glomus jugulare tumors,Other names: Glomus tumor;  Paraganglioma - glomus jugulare,diseases/10599/glomus-jugulare-tumors
Glomus tympanicum tumor,Other names: Glomus tympanicum paraganglioma,diseases/8658/glomus-tympanicum-tumor
Glomus vagale tumor,Other names: Vagal paraganglioma,diseases/8620/glomus-vagale-tumor
Glossodynia,,diseases/6518/glossodynia
Glossopalatine ankylosis micrognathia ear anomalies,,diseases/2495/glossopalatine-ankylosis-micrognathia-ear-anomalies
Glossopharyngeal neuralgia,,diseases/6519/glossopharyngeal-neuralgia
Glucagonoma,Other names: Glucagonoma syndrome;  Pancreatic Glucagonoma,diseases/2496/glucagonoma
Glucocorticoid resistance,Other names: CORTISOL RESISTANCE FROM GLUCOCORTICOID RECEPTOR DEFECT,diseases/2499/glucocorticoid-resistance
Glucocorticoid-remediable aldosteronism,Other names: Dexamethasone sensitive hypertension;  Familial hyperaldosteronism type 1;  Glucocorticoid sensitive hypertension;  Hyperaldosteronism;  familial  type 1,diseases/2790/glucocorticoid-remediable-aldosteronism
